date,state,claim_volume
2021-03-26,MI,91798.0
2021-08-03,CO,89438.0
2021-03-10,MD,17111.0
2021-03-28,NV,49063.0
2021-03-09,NV,18326.0
2021-09-04,OK,78007.0
2021-02-07,ME,14800.0
2021-02-09,TN,83885.0
2021-02-02,OH,27120.0
2021-04-17,KY,57845.0
2021-06-23,CA,43515.0
2021-04-28,AL,739.0
2021-04-13,DE,59328.0
2021-01-05,MN,19118.0
2021-03-27,CO,50840.0
2021-06-05,AK,77538.0
2021-09-02,ME,75822.0
2021-08-09,WV,48262.0
2021-06-16,LA,21493.0
2021-03-16,TN,87454.0
2021-04-16,ID,49606.0
2021-02-08,MI,90209.0
2021-02-13,MA,86730.0
2021-04-08,HI,73165.0
2021-06-25,WA,59393.0
2021-05-01,OH,28830.0
2021-01-13,NY,79303.0
2021-03-10,MS,73861.0
2021-03-20,ID,67108.0
2021-04-22,AR,98720.0
2021-02-19,TN,39357.0
2021-04-28,NH,8650.0
2021-07-05,NM,96754.0
2021-08-29,NM,39540.0
2021-04-19,SD,17044.0
2021-09-01,SD,93537.0
2021-01-24,ME,86705.0
2021-09-02,CO,44055.0
2021-04-29,NJ,30924.0
2021-09-05,MA,86506.0
2021-06-07,DC,15549.0
2021-09-23,CA,99810.0
2021-01-10,MS,88352.0
2021-10-26,MO,1904.0
2021-07-15,NM,38201.0
2021-05-23,AK,97306.0
2021-02-14,MS,93535.0
2021-02-20,MI,85260.0
2021-06-02,SC,50797.0
2021-02-02,WY,51501.0
2021-02-11,LA,15356.0
2021-06-04,SC,29628.0
2021-10-12,SC,48386.0
2021-04-01,NC,82409.0
2021-06-20,OH,48810.0
2021-02-19,MD,16946.0
2021-03-18,MS,60819.0
2021-05-11,NH,26406.0
2021-07-01,AZ,75412.0
2021-06-29,MN,63699.0
2021-03-20,ID,89959.0
2021-10-08,AL,63978.0
2021-02-27,OH,84781.0
2021-02-27,CT,67524.0
2021-02-25,WY,23497.0
2021-10-14,ND,20291.0
2021-02-21,NH,78416.0
2021-06-13,WV,92564.0
2021-05-20,SD,33129.0
2021-08-25,OR,50096.0
2021-04-24,MI,28732.0
2021-10-26,GA,58996.0
2021-03-19,AK,12986.0
2021-03-07,MA,92379.0
2021-03-29,MO,53141.0
2021-09-12,MO,21856.0
2021-05-16,OH,81460.0
2021-05-13,TN,52906.0
2021-09-07,NV,42793.0
2021-07-19,AK,64379.0
2021-09-30,FL,69460.0
2021-07-07,WY,46118.0
2021-02-14,TX,31541.0
2021-10-11,ND,63823.0
2021-05-07,ME,65775.0
2021-07-30,MI,50403.0
2021-04-08,WV,20485.0
2021-06-24,OK,46625.0
2021-08-28,PA,22306.0
2021-08-19,IN,71375.0
2021-08-18,MI,9020.0
2021-09-29,IL,95778.0
2021-02-10,MA,70628.0
2021-01-02,CO,59879.0
2021-01-13,SD,54646.0
2021-08-11,AL,64627.0
2021-06-07,WY,64851.0
2021-03-09,RI,57333.0
2021-02-23,AR,36172.0
2021-02-23,MO,94468.0
2021-02-09,CA,82498.0
2021-03-25,LA,89741.0
2021-01-25,VT,85369.0
2021-09-14,HI,85325.0
2021-08-28,NH,16728.0
2021-08-06,TN,39539.0
2021-02-07,LA,19388.0
2021-07-25,LA,78988.0
2021-05-17,DE,42328.0
2021-10-28,IL,65301.0
2021-02-18,WA,64406.0
2021-03-25,AZ,38115.0
2021-08-14,NE,47837.0
2021-01-11,WV,31622.0
2021-07-20,ND,82073.0
2021-05-26,DC,2089.0
2021-01-17,NH,71404.0
2021-04-15,ND,13106.0
2021-06-21,TX,79861.0
2021-05-08,HI,36629.0
2021-08-19,GA,87645.0
2021-04-14,UT,14322.0
2021-02-19,TN,70431.0
2021-07-04,AR,87332.0
2021-05-24,NE,48256.0
2021-01-27,AR,62218.0
2021-10-05,OK,9763.0
2021-05-14,ID,70569.0
2021-08-01,UT,83680.0
2021-06-09,IN,6591.0
2021-03-16,MI,15381.0
2021-10-05,CO,28880.0
2021-03-15,KY,32277.0
2021-04-03,MO,6092.0
2021-06-21,UT,10169.0
2021-06-19,CO,35438.0
2021-04-08,ME,6539.0
2021-06-14,OK,70318.0
2021-03-17,SC,34629.0
2021-08-22,CA,98992.0
2021-07-06,ID,13827.0
2021-04-08,NM,27373.0
2021-01-09,IL,9386.0
2021-10-07,IA,99280.0
2021-05-11,NE,83991.0
2021-08-19,ND,13754.0
2021-05-09,NV,79111.0
2021-03-13,NM,27690.0
2021-03-01,CT,3345.0
2021-08-27,DC,68477.0
2021-07-24,LA,22156.0
2021-06-20,NE,43816.0
2021-06-30,MS,79916.0
2021-02-12,GA,21188.0
2021-05-17,PA,38267.0
2021-09-17,AL,84245.0
2021-05-30,ND,34858.0
2021-09-17,OR,71211.0
2021-01-16,ND,45751.0
2021-04-15,VA,43475.0
2021-09-16,KS,74532.0
2021-05-12,IA,69117.0
2021-02-02,NV,64590.0
2021-03-01,TN,61874.0
2021-02-01,ME,34658.0
2021-03-30,AK,98548.0
2021-04-13,LA,56484.0
2021-02-11,SD,88961.0
2021-07-14,AZ,80389.0
2021-10-27,VT,1305.0
2021-05-22,KY,19591.0
2021-02-01,CA,37835.0
2021-07-18,HI,45506.0
2021-07-30,ND,91072.0
2021-08-15,MS,56186.0
2021-10-29,AL,49355.0
2021-06-22,GA,31483.0
2021-08-08,MN,77510.0
2021-09-10,NE,53946.0
2021-05-05,KY,40659.0
2021-07-25,NE,40344.0
2021-02-19,TX,98642.0
2021-09-06,NE,74411.0
2021-08-25,NJ,85098.0
2021-07-20,NC,86311.0
2021-02-12,NM,23923.0
2021-04-18,ND,27965.0
2021-03-17,GA,17521.0
2021-02-15,VT,11919.0
2021-05-26,GA,20521.0
2021-02-04,KY,84602.0
2021-05-23,NM,99815.0
2021-03-05,NY,22374.0
2021-10-01,CT,95709.0
2021-05-23,AL,93284.0
2021-08-23,WI,17574.0
2021-07-06,RI,76783.0
2021-10-17,VA,38320.0
2021-07-07,CT,30218.0
2021-02-04,IN,71473.0
2021-02-17,SD,16183.0
2021-04-22,DC,28779.0
2021-08-28,OH,40104.0
2021-07-05,VT,58210.0
2021-02-13,NV,98997.0
2021-02-05,GA,13915.0
2021-07-01,DE,47634.0
2021-01-15,NH,54892.0
2021-08-13,KY,67176.0
2021-10-29,RI,60522.0
2021-03-01,ND,26118.0
2021-06-01,KS,88037.0
2021-01-30,NY,43174.0
2021-02-04,NM,34999.0
2021-03-17,NH,28075.0
2021-08-13,NJ,10278.0
2021-08-22,SD,51923.0
2021-01-09,MA,28782.0
2021-06-26,FL,31199.0
2021-10-03,WY,50575.0
2021-08-06,GA,22203.0
2021-02-28,MO,8598.0
2021-08-29,NE,99685.0
2021-02-21,LA,95700.0
2021-08-24,PA,96510.0
2021-10-13,NY,34570.0
2021-05-14,WI,69652.0
2021-04-27,VT,71514.0
2021-08-26,MA,40895.0
2021-02-07,AR,22581.0
2021-01-11,AK,68493.0
2021-04-30,WY,35705.0
2021-09-01,WY,50876.0
2021-08-23,TX,14137.0
2021-01-05,CO,29480.0
2021-10-06,DC,39327.0
2021-04-04,AR,44040.0
2021-10-09,WA,94633.0
2021-03-16,AZ,73216.0
2021-10-09,WA,93301.0
2021-07-14,NH,47271.0
2021-07-28,MT,43264.0
2021-03-17,MI,79522.0
2021-01-22,NH,36197.0
2021-07-08,AK,20122.0
2021-04-01,NH,93946.0
2021-07-03,NJ,58951.0
2021-04-05,MA,67145.0
2021-10-14,MS,71628.0
2021-06-01,ND,79134.0
2021-07-30,LA,42680.0
2021-03-09,IA,4775.0
2021-04-06,GA,11527.0
2021-05-06,NJ,65797.0
2021-01-23,RI,10913.0
2021-08-25,NC,36401.0
2021-09-23,AK,35899.0
2021-06-04,OR,2592.0
2021-01-02,NH,26619.0
2021-02-07,WV,381.0
2021-09-15,OR,97175.0
2021-10-14,NY,43342.0
2021-10-28,MD,70683.0
2021-09-10,IL,20827.0
2021-02-08,WV,80313.0
2021-07-10,UT,20324.0
2021-06-08,MS,6975.0
2021-10-26,GA,57449.0
2021-03-19,WA,6308.0
2021-01-03,NM,37767.0
2021-10-28,CO,8572.0
2021-04-25,NH,45754.0
2021-09-02,NH,23426.0
2021-05-27,NV,63977.0
2021-07-19,TN,26821.0
2021-07-15,TN,87487.0
2021-07-07,MS,15031.0
2021-08-07,PA,41689.0
2021-05-09,ND,69426.0
2021-01-21,OR,77458.0
2021-05-19,WA,41723.0
2021-10-18,IL,56849.0
2021-06-28,AK,69017.0
2021-10-20,NC,76158.0
2021-06-22,MT,73960.0
2021-09-07,MN,29708.0
2021-05-05,HI,11369.0
2021-07-17,OH,21819.0
2021-02-05,VA,87793.0
2021-02-04,VA,35817.0
2021-06-13,SD,35137.0
2021-08-29,MI,4541.0
2021-05-12,AL,2872.0
2021-09-14,MT,98265.0
2021-06-03,NH,59808.0
2021-10-18,WI,71361.0
2021-10-18,KS,66623.0
2021-08-15,IN,65963.0
2021-07-18,OR,94853.0
2021-08-27,IA,16897.0
2021-07-16,KS,62498.0
2021-06-14,AZ,82154.0
2021-04-03,SC,49546.0
2021-09-23,AZ,4967.0
2021-04-28,KY,22007.0
2021-07-19,IN,23740.0
2021-02-23,ND,82508.0
2021-05-20,ME,79880.0
2021-06-26,FL,3266.0
2021-02-08,WI,5455.0
2021-08-18,KY,6425.0
2021-09-19,ND,86188.0
2021-05-23,MA,40711.0
2021-10-23,WV,85261.0
2021-08-15,WV,83369.0
2021-02-15,CO,14514.0
2021-08-09,DE,18987.0
2021-01-19,LA,55325.0
2021-02-01,FL,91601.0
2021-07-17,OR,38146.0
2021-07-29,DE,75981.0
2021-05-30,MO,56649.0
2021-10-10,AL,76348.0
2021-05-23,NJ,83660.0
2021-07-07,MI,16651.0
2021-03-29,SD,50552.0
2021-01-04,DC,82432.0
2021-08-28,ME,88566.0
2021-01-14,NM,45810.0
2021-07-10,OR,30437.0
2021-10-20,KY,38521.0
2021-10-26,MT,48006.0
2021-04-27,DC,24527.0
2021-10-19,WV,36985.0
2021-08-03,VT,23568.0
2021-03-03,NC,14811.0
2021-03-25,TN,11911.0
2021-01-05,UT,36239.0
2021-04-11,WA,66705.0
2021-07-08,ME,20300.0
2021-04-10,MN,39888.0
2021-02-16,MT,70617.0
2021-09-22,ME,32948.0
2021-09-25,FL,79008.0
2021-10-25,WV,27441.0
2021-06-20,WA,76473.0
2021-09-20,FL,49411.0
2021-10-11,OK,26452.0
2021-06-19,NV,98691.0
2021-04-04,IA,93462.0
2021-03-22,VA,94174.0
2021-07-26,MA,91147.0
2021-01-28,KS,19990.0
2021-03-23,TN,34936.0
2021-02-12,MD,19424.0
2021-04-28,OR,96043.0
2021-01-14,RI,81129.0
2021-05-14,WI,20813.0
2021-03-05,ND,90414.0
2021-08-23,NV,15292.0
2021-10-15,MO,58835.0
2021-10-12,VT,46988.0
2021-05-26,WA,28008.0
2021-10-18,RI,74716.0
2021-10-07,OH,90640.0
2021-07-04,CT,14733.0
2021-02-08,CA,78533.0
2021-06-28,CT,31150.0
2021-08-30,TN,98295.0
2021-10-27,FL,86161.0
2021-07-01,HI,93426.0
2021-03-18,OH,9607.0
2021-10-29,MA,25677.0
2021-09-04,ND,90832.0
2021-10-21,MD,34027.0
2021-10-19,PA,23252.0
2021-10-09,NJ,6747.0
2021-06-07,AR,20529.0
2021-03-25,KY,88085.0
2021-10-09,NC,15780.0
2021-04-22,WI,53990.0
2021-06-27,TN,66623.0
2021-06-08,WI,43929.0
2021-02-12,NC,80031.0
2021-08-04,KS,40906.0
2021-06-14,MI,13939.0
2021-01-26,GA,15116.0
2021-10-03,NC,77492.0
2021-03-05,SC,13166.0
2021-09-27,SC,9912.0
2021-02-21,MI,36710.0
2021-02-04,ND,63595.0
2021-06-27,KY,93434.0
2021-06-29,MS,47361.0
2021-08-29,IL,52329.0
2021-08-29,SC,15968.0
2021-03-09,NE,17071.0
2021-08-30,MA,7081.0
2021-01-14,NC,53412.0
2021-03-11,NV,97866.0
2021-04-10,NJ,83544.0
2021-07-11,TN,63680.0
2021-02-08,OK,8763.0
2021-05-10,AK,93617.0
2021-04-18,ID,83088.0
2021-03-17,VA,54557.0
2021-07-11,IN,76937.0
2021-05-14,CT,28267.0
2021-07-19,MO,90808.0
2021-02-26,VA,94207.0
2021-10-10,OR,12305.0
2021-10-10,ID,14124.0
2021-04-13,NJ,13940.0
2021-06-04,CT,42091.0
2021-04-07,TX,43552.0
2021-09-23,MO,71909.0
2021-02-23,IA,54894.0
2021-01-05,MD,3206.0
2021-03-25,NE,68385.0
2021-10-01,AK,24666.0
2021-09-29,IA,44801.0
2021-01-05,AL,67659.0
2021-03-23,LA,90663.0
2021-07-08,CA,84795.0
2021-05-31,VA,61705.0
2021-06-23,KS,97268.0
2021-09-28,NM,90503.0
2021-01-23,CA,93928.0
2021-07-04,NY,53453.0
2021-04-20,MA,19321.0
2021-06-07,TX,85426.0
2021-09-08,NH,18708.0
2021-06-20,IN,30592.0
2021-09-14,CT,19400.0
2021-02-03,AZ,57994.0
2021-04-05,VA,51491.0
2021-02-18,KY,75380.0
2021-04-27,MI,59034.0
2021-01-13,AK,56018.0
2021-08-14,KY,44256.0
2021-10-18,ID,21235.0
2021-10-12,CA,2625.0
2021-04-12,CO,83622.0
2021-01-18,ID,78883.0
2021-10-21,HI,13233.0
2021-08-03,MT,86180.0
2021-01-08,ME,81595.0
2021-08-11,NH,79848.0
2021-07-22,DE,77519.0
2021-03-27,NJ,3625.0
2021-08-08,SC,20980.0
2021-01-03,NC,87295.0
2021-04-17,VA,20440.0
2021-02-14,RI,47123.0
2021-08-23,VA,66213.0
2021-04-23,NJ,8006.0
2021-06-21,MS,62846.0
2021-07-14,ME,16619.0
2021-10-15,MN,38648.0
2021-02-09,PA,80239.0
2021-06-20,SD,23586.0
2021-09-26,AL,65906.0
2021-04-12,MN,89702.0
2021-01-15,IN,74549.0
2021-05-31,FL,12731.0
2021-03-08,TN,2074.0
2021-06-23,NH,60662.0
2021-10-30,AR,61913.0
2021-01-05,PA,43104.0
2021-08-07,WV,4593.0
2021-06-19,HI,95999.0
2021-09-23,ID,94566.0
2021-06-14,NE,72693.0
2021-01-28,IL,4591.0
2021-02-02,AL,89993.0
2021-07-13,CT,35658.0
2021-06-23,DE,42049.0
2021-09-14,WA,48189.0
2021-09-09,IA,9823.0
2021-10-25,IA,5027.0
2021-01-09,NV,21145.0
2021-03-19,IA,46023.0
2021-05-23,WY,94246.0
2021-09-29,OR,73836.0
2021-03-02,MD,60713.0
2021-10-12,SC,27136.0
2021-02-15,FL,25097.0
2021-07-29,MI,17547.0
2021-10-30,SC,58828.0
2021-02-05,SC,7527.0
2021-07-03,AZ,91079.0
2021-05-31,MO,10825.0
2021-07-29,TX,53528.0
2021-02-13,MN,56366.0
2021-02-18,SD,85857.0
2021-06-06,TN,38591.0
2021-05-13,CO,43701.0
2021-08-21,NH,23150.0
2021-02-11,LA,20511.0
2021-02-02,KS,47860.0
2021-10-18,IA,97789.0
2021-03-06,ID,29882.0
2021-07-05,NJ,49745.0
2021-08-17,SD,10435.0
2021-04-25,OR,19136.0
2021-08-14,OH,26525.0
2021-08-26,LA,53914.0
2021-02-28,CO,55281.0
2021-06-17,OH,42144.0
2021-05-12,NC,43666.0
2021-07-19,AL,46656.0
2021-07-07,WI,86529.0
2021-04-14,VA,27349.0
2021-08-29,AZ,61831.0
2021-07-22,AZ,56485.0
2021-01-31,AL,58541.0
2021-06-07,DE,83881.0
2021-04-12,CO,69747.0
2021-04-20,FL,82102.0
2021-02-28,DE,48220.0
2021-10-20,SC,95441.0
2021-03-31,ME,93709.0
2021-04-05,WV,99087.0
2021-07-21,IN,65792.0
2021-03-21,HI,33849.0
2021-05-25,NJ,18976.0
2021-06-20,IN,82772.0
2021-07-24,NM,75581.0
2021-01-08,LA,99019.0
2021-03-04,CT,43355.0
2021-03-13,AK,24152.0
2021-04-06,FL,10681.0
2021-02-14,NC,39409.0
2021-06-14,ND,44154.0
2021-01-26,OH,3836.0
2021-08-08,ND,8141.0
2021-04-28,CA,85211.0
2021-09-10,AK,15412.0
2021-07-23,MO,64822.0
2021-06-08,NJ,47633.0
2021-10-17,VT,64361.0
2021-10-17,SC,73937.0
2021-02-18,ME,36320.0
2021-09-15,CO,67872.0
2021-10-13,MA,71902.0
2021-08-02,OK,1877.0
2021-01-16,MA,55964.0
2021-07-22,MT,12938.0
2021-06-30,SD,70061.0
2021-10-11,WA,10317.0
2021-04-09,CO,74130.0
2021-07-27,TX,2104.0
2021-09-11,NH,91034.0
2021-03-31,NC,25211.0
2021-09-16,RI,66730.0
2021-08-27,DE,54220.0
2021-05-15,AK,79545.0
2021-02-23,NC,25161.0
2021-03-27,OH,5352.0
2021-01-01,MD,10541.0
2021-06-28,CO,68560.0
2021-06-12,NJ,51865.0
2021-08-16,NJ,93975.0
2021-03-02,ID,1491.0
2021-04-28,IA,87635.0
2021-08-27,MD,13136.0
2021-06-30,MS,45023.0
2021-01-05,IN,60521.0
2021-03-04,HI,69156.0
2021-07-24,MS,31852.0
2021-02-27,IA,95306.0
2021-08-24,HI,37499.0
2021-09-05,SC,77500.0
2021-02-20,ID,99026.0
2021-05-07,NM,68236.0
2021-04-12,PA,34184.0
2021-01-21,SD,83006.0
2021-09-16,TX,87600.0
2021-04-25,FL,40782.0
2021-04-24,NE,56676.0
2021-07-02,LA,21134.0
2021-02-14,VT,40628.0
2021-04-11,MA,65233.0
2021-09-09,AK,32503.0
2021-07-05,VA,68771.0
2021-10-18,NJ,56889.0
2021-10-06,RI,14538.0
2021-05-15,KS,65435.0
2021-07-25,WV,11229.0
2021-05-08,CA,2766.0
2021-10-06,GA,91746.0
2021-07-31,MS,61948.0
2021-05-19,RI,89559.0
2021-05-23,DE,64592.0
2021-08-09,NH,37113.0
2021-01-22,MA,18837.0
2021-08-28,WY,33433.0
2021-02-02,KY,66070.0
2021-06-12,NH,15467.0
2021-09-14,NV,97439.0
2021-08-24,DE,62947.0
2021-04-19,MD,99434.0
2021-10-23,DE,25482.0
2021-10-25,UT,78023.0
2021-04-06,NE,98611.0
2021-09-06,HI,32062.0
2021-02-15,DC,40631.0
2021-01-09,MI,72336.0
2021-08-10,NM,30386.0
2021-05-03,NY,43365.0
2021-02-12,WV,64967.0
2021-04-08,WA,6930.0
2021-05-12,TX,21043.0
2021-04-09,SD,87377.0
2021-08-04,NV,33336.0
2021-06-07,SD,21621.0
2021-06-30,HI,24619.0
2021-02-04,WA,66424.0
2021-05-08,NH,61029.0
2021-06-30,ID,46289.0
2021-07-20,NY,16009.0
2021-05-11,NM,58118.0
2021-05-28,CO,52563.0
2021-04-10,TX,3734.0
2021-02-19,PA,78975.0
2021-03-16,FL,12999.0
2021-05-16,KY,43143.0
2021-05-30,KY,60174.0
2021-09-21,TN,47024.0
2021-02-11,MA,74551.0
2021-06-14,TN,52973.0
2021-05-07,ME,72692.0
2021-07-16,ND,69254.0
2021-04-29,DC,85988.0
2021-04-02,NC,56881.0
2021-05-16,UT,80326.0
2021-01-14,FL,27690.0
2021-07-25,AZ,19037.0
2021-02-16,AK,59189.0
2021-05-05,LA,12319.0
2021-01-09,ND,77168.0
2021-04-11,MS,82674.0
2021-01-31,SC,46164.0
2021-03-19,MN,2991.0
2021-09-28,TX,72935.0
2021-05-22,MD,83724.0
2021-06-14,SC,83075.0
2021-01-31,AZ,20040.0
2021-02-06,AZ,94819.0
2021-10-19,ID,71925.0
2021-01-11,WA,89964.0
2021-05-09,AZ,94701.0
2021-05-31,CA,47216.0
2021-07-23,NE,62021.0
2021-06-28,VA,24370.0
2021-10-30,CO,93917.0
2021-09-28,GA,54599.0
2021-10-25,OK,97824.0
2021-04-03,LA,12878.0
2021-03-15,DE,3886.0
2021-07-15,NM,18956.0
2021-07-29,MN,53794.0
2021-03-25,VT,78006.0
2021-08-19,CT,98025.0
2021-08-08,NJ,76778.0
2021-07-21,WI,71888.0
2021-02-04,WV,81969.0
2021-08-20,ME,40771.0
2021-01-05,IA,68596.0
2021-09-16,NM,63212.0
2021-03-03,AL,17563.0
2021-10-11,GA,74703.0
2021-10-09,VT,75516.0
2021-01-07,DC,77695.0
2021-07-11,WY,219.0
2021-07-09,DE,25841.0
2021-02-16,DE,7819.0
2021-08-08,MS,97107.0
2021-04-13,MI,44533.0
2021-08-14,FL,78933.0
2021-09-08,KS,36932.0
2021-08-21,ME,40772.0
2021-01-06,MO,45964.0
2021-04-16,AR,45957.0
2021-06-28,AK,3039.0
2021-08-23,NJ,76450.0
2021-03-23,DC,13725.0
2021-09-27,AR,35628.0
2021-02-24,WA,15244.0
2021-09-28,UT,91710.0
2021-06-07,IL,82043.0
2021-04-16,IA,89270.0
2021-05-12,OR,67450.0
2021-03-12,CA,41961.0
2021-10-22,DE,36513.0
2021-02-14,KS,78735.0
2021-09-06,MN,82622.0
2021-08-07,UT,11951.0
2021-02-12,FL,12570.0
2021-03-04,AL,66298.0
2021-06-05,OR,59342.0
2021-04-26,SC,58077.0
2021-10-16,NM,62672.0
2021-05-12,CA,18295.0
2021-09-05,ND,62808.0
2021-05-26,TX,15741.0
2021-08-31,MT,10872.0
2021-02-09,RI,55533.0
2021-04-04,TN,58856.0
2021-01-25,WI,84720.0
2021-03-15,DC,48676.0
2021-08-26,AZ,33969.0
2021-02-08,IN,2209.0
2021-02-10,UT,91257.0
2021-07-28,HI,72427.0
2021-08-27,WV,9030.0
2021-04-27,CA,63911.0
2021-04-05,NE,23294.0
2021-07-22,IN,87181.0
2021-08-22,IA,50921.0
2021-05-23,MA,80605.0
2021-08-19,WA,2475.0
2021-06-23,CO,87347.0
2021-10-11,PA,39640.0
2021-09-02,RI,7902.0
2021-01-08,IL,30527.0
2021-04-02,OH,81149.0
2021-07-13,MO,97545.0
2021-03-07,TX,80354.0
2021-04-19,AR,33714.0
2021-04-17,RI,71935.0
2021-10-10,NM,73900.0
2021-05-23,HI,87072.0
2021-03-14,KS,75133.0
2021-08-14,WY,35665.0
2021-03-16,MA,37413.0
2021-06-23,HI,82225.0
2021-05-25,SC,20088.0
2021-04-03,RI,99981.0
2021-05-29,MT,75605.0
2021-08-14,MN,95857.0
2021-10-22,AR,63594.0
2021-10-03,DC,10920.0
2021-03-20,FL,95566.0
2021-08-28,HI,30927.0
2021-05-05,ND,64726.0
2021-05-01,WV,931.0
2021-09-26,MA,42727.0
2021-01-17,GA,84682.0
2021-08-19,MD,33789.0
2021-01-04,AL,30767.0
2021-04-30,CO,5278.0
2021-08-06,WV,97509.0
2021-06-06,PA,82540.0
2021-10-16,MO,94434.0
2021-09-23,AZ,81274.0
2021-03-29,AL,63481.0
2021-06-28,TX,81812.0
2021-05-08,DC,9685.0
2021-10-04,CO,8185.0
2021-02-20,VT,28710.0
2021-06-16,VA,53041.0
2021-03-29,UT,34510.0
2021-09-08,SD,30907.0
2021-02-18,KY,2529.0
2021-04-21,IL,14225.0
2021-05-09,OK,77951.0
2021-02-12,OH,30264.0
2021-02-16,AR,4459.0
2021-08-15,TX,45054.0
2021-02-26,FL,63393.0
2021-10-26,OH,34111.0
2021-10-04,NV,81498.0
2021-01-06,PA,14158.0
2021-02-26,WI,93651.0
2021-03-24,GA,79498.0
2021-02-14,TN,84125.0
2021-07-25,GA,72732.0
2021-08-06,DC,44934.0
2021-09-05,HI,37615.0
2021-02-25,AR,72525.0
2021-08-05,OK,79231.0
2021-08-15,MN,13424.0
2021-07-18,ID,26768.0
2021-09-01,LA,14594.0
2021-03-13,IL,36128.0
2021-04-29,ME,38349.0
2021-01-27,ND,82840.0
2021-08-09,HI,17418.0
2021-07-03,MN,81945.0
2021-05-14,UT,59478.0
2021-05-25,IN,51653.0
2021-02-17,UT,8620.0
2021-05-14,AR,66073.0
2021-03-16,DE,71595.0
2021-09-10,NE,24236.0
2021-02-03,KS,48165.0
2021-10-05,NH,32817.0
2021-02-18,DC,17007.0
2021-09-30,WV,24595.0
2021-04-25,OH,7302.0
2021-01-07,CA,75920.0
2021-08-20,KS,85453.0
2021-07-22,CO,26259.0
2021-04-12,KY,16594.0
2021-05-24,IA,12024.0
2021-05-30,ID,68070.0
2021-05-25,MS,38003.0
2021-09-08,TN,61783.0
2021-03-17,NH,7725.0
2021-06-08,MN,71935.0
2021-03-06,MA,49287.0
2021-02-10,MO,26960.0
2021-04-19,NE,99883.0
2021-03-31,MT,81919.0
2021-04-03,KS,38427.0
2021-09-05,NM,20785.0
2021-04-14,WY,38014.0
2021-05-11,NC,93926.0
2021-01-29,IA,41694.0
2021-01-05,NY,7843.0
2021-09-01,NJ,9847.0
2021-03-17,MO,60222.0
2021-10-02,KS,9150.0
2021-03-03,MO,90833.0
2021-03-22,SC,62263.0
2021-05-22,KY,58219.0
2021-08-21,SC,64518.0
2021-04-08,NV,58190.0
2021-06-18,NE,75823.0
